customer_id,region,data_usage_mb_2_months_ago,data_usage_mb_last_month,data_usage_mb_this_month,days_since_recharge,complaints_last_30_days,plan_type,account_age_months,churn_risk
C-04698,Lahore South,6538,6921,6597,17,0,postpaid,17,low
C-00277,Lahore South,6697,6462,1783,82,4,prepaid,21,high
C-02652,Lahore South,5628,5457,2013,68,2,postpaid,48,high
C-04588,Lahore North,3209,3259,3162,18,1,prepaid,34,low
C-00133,Lahore Central,7134,6935,2440,32,2,prepaid,43,high
C-03436,Lahore Central,4389,4595,4754,9,1,prepaid,49,low
C-01071,Lahore Central,3238,3222,1207,72,2,prepaid,31,high
C-02070,Lahore North,7036,6690,2246,61,4,postpaid,4,high
C-01855,Lahore Central,4993,4606,944,38,2,prepaid,32,high
C-04893,Lahore South,6728,6815,6869,6,1,postpaid,12,low
C-04222,Lahore North,7107,7251,6947,8,0,prepaid,46,low
C-04553,Lahore Central,3647,3679,3623,10,1,postpaid,30,low
C-01560,Lahore Central,2464,2323,878,60,4,prepaid,5,high
C-04728,Lahore Central,7842,8249,7964,20,0,prepaid,50,low
C-02534,Lahore North,3905,3460,1190,51,3,prepaid,5,high
C-01893,Lahore North,3838,3805,1509,86,3,postpaid,44,high
C-00151,Lahore North,7230,7301,1618,60,2,postpaid,42,high
C-01524,Lahore Central,5579,4833,1475,50,4,postpaid,25,high
C-00578,Lahore Central,6234,6170,1696,58,5,prepaid,21,high
C-01210,Lahore Central,2391,2372,859,72,2,postpaid,47,high
C-04284,Lahore North,2893,3068,3116,6,0,prepaid,15,low
C-02528,Lahore Central,3166,2777,1073,78,3,postpaid,20,high
C-01083,Lahore North,4291,4304,1386,74,5,postpaid,44,high
C-00328,Lahore North,2608,2635,879,56,3,prepaid,7,high
C-01602,Lahore Central,6631,6203,1953,76,5,prepaid,57,high
C-02270,Lahore North,2599,2277,504,74,3,postpaid,48,high
C-00247,Lahore Central,3253,2933,681,44,4,postpaid,57,high
C-00708,Lahore South,7234,6223,1939,82,4,prepaid,55,high
C-03408,Lahore Central,3721,3698,3537,3,1,postpaid,41,low
C-00548,Lahore North,7500,6956,1865,82,3,postpaid,24,high
C-04009,Lahore Central,5687,5402,5653,11,0,prepaid,16,low
C-00930,Lahore North,6652,6508,1479,83,5,postpaid,38,high
C-02095,Lahore South,5537,4746,1253,31,3,postpaid,28,high
C-02896,Lahore North,2868,2707,766,30,3,postpaid,53,high
C-04934,Lahore North,6127,6031,6316,14,1,postpaid,46,low
C-02544,Lahore North,7405,6356,1428,76,3,prepaid,57,high
C-02286,Lahore Central,7506,6527,2498,48,4,postpaid,13,high
C-03778,Lahore Central,7975,7515,7655,10,1,prepaid,22,low
C-01969,Lahore North,7438,7517,2870,78,2,prepaid,59,high
C-00767,Lahore South,3184,2803,959,49,4,postpaid,21,high
C-04852,Lahore Central,3926,3846,3886,16,0,prepaid,25,low
C-01042,Lahore South,7166,6610,1375,59,3,prepaid,34,high
C-04596,Lahore South,2764,2617,2516,2,0,prepaid,60,low
C-00181,Lahore Central,5621,5173,1257,37,4,postpaid,10,high
C-04167,Lahore North,4681,4779,4566,5,0,prepaid,11,low
C-00334,Lahore Central,7603,7532,1627,78,2,prepaid,28,high
C-00783,Lahore South,2555,2305,694,79,2,prepaid,46,high
C-03450,Lahore South,2591,2519,2553,13,0,postpaid,21,low
C-03625,Lahore South,2766,2946,3072,2,0,prepaid,9,low
C-04498,Lahore South,4308,4025,4194,6,0,postpaid,48,low
C-00675,Lahore Central,7208,7201,2066,70,4,postpaid,33,high
C-00441,Lahore North,2834,2796,637,33,3,prepaid,15,high
C-02880,Lahore Central,5019,4859,1770,54,3,postpaid,39,high
C-04916,Lahore North,6268,6382,6297,3,0,postpaid,46,low
C-02382,Lahore Central,2018,1844,421,83,3,prepaid,17,high
C-03161,Lahore North,7776,6749,1827,85,4,postpaid,3,high
C-03374,Lahore South,6149,6056,5921,17,1,postpaid,23,low
C-01794,Lahore North,5335,5080,1516,51,5,postpaid,44,high
C-03020,Lahore North,2168,1849,561,80,4,postpaid,32,high
C-03008,Lahore North,3076,2669,840,50,2,prepaid,54,high
C-04233,Lahore Central,3471,3736,3601,5,1,postpaid,9,low
C-00037,Lahore North,3522,3034,648,55,2,prepaid,40,high
C-04929,Lahore Central,7557,7161,7256,4,0,prepaid,31,low
C-01581,Lahore North,4499,3848,1356,88,4,postpaid,54,high
C-04812,Lahore North,2470,2329,2381,1,0,postpaid,60,low
C-02576,Lahore South,5170,5240,1914,51,3,prepaid,27,high
C-04754,Lahore South,3086,2936,2954,16,0,prepaid,24,low
C-03403,Lahore North,7938,7486,7601,15,0,prepaid,59,low
C-02973,Lahore North,6021,5244,1327,31,5,prepaid,53,high
C-02126,Lahore Central,4574,4162,1060,48,3,postpaid,41,high
C-00262,Lahore South,6671,6307,1718,34,5,postpaid,51,high
C-00603,Lahore Central,4980,4658,1548,73,3,prepaid,31,high
C-00420,Lahore Central,6184,5634,1689,40,4,prepaid,19,high
C-02487,Lahore South,5379,5078,1117,47,2,postpaid,13,high
C-01268,Lahore Central,6920,5958,1600,77,5,postpaid,54,high
C-03637,Lahore North,5903,6252,6389,11,0,postpaid,15,low
C-03294,Lahore Central,5130,4951,4919,7,0,prepaid,24,low
C-03910,Lahore South,6497,6292,6460,15,1,postpaid,18,low
C-02567,Lahore Central,5921,5377,1537,67,5,prepaid,32,high
C-03640,Lahore North,3304,3244,3295,15,1,postpaid,38,low
C-01547,Lahore Central,5902,5341,1315,80,3,prepaid,60,high
C-04278,Lahore South,6452,6381,6571,5,0,prepaid,26,low
C-04524,Lahore South,5186,5321,5535,6,1,postpaid,17,low
C-01595,Lahore North,7884,6761,1669,34,5,prepaid,35,high
C-03887,Lahore North,7258,7395,7229,8,0,prepaid,49,low
C-03643,Lahore South,3290,3501,3487,13,1,prepaid,19,low
C-04592,Lahore South,7539,7023,7324,12,1,postpaid,12,low
C-00055,Lahore South,4139,3643,1429,32,2,postpaid,25,high
C-03035,Lahore North,5659,5383,1902,39,5,prepaid,5,high
C-03755,Lahore North,3609,3352,3276,1,0,prepaid,11,low
C-04429,Lahore Central,4566,4271,4086,6,0,postpaid,56,low
C-00291,Lahore Central,7354,6700,1656,37,5,postpaid,13,high
C-04577,Lahore South,2664,2530,2432,2,0,postpaid,47,low
C-00195,Lahore North,6156,5310,1552,33,4,postpaid,7,high
C-03166,Lahore South,3477,3390,1335,79,5,postpaid,5,high
C-01264,Lahore Central,5655,5724,1696,45,3,prepaid,13,high
C-00689,Lahore South,7854,7008,2482,45,2,prepaid,32,high
C-01573,Lahore South,3686,3443,1194,87,3,postpaid,48,high
C-02788,Lahore Central,6307,6174,2268,65,3,prepaid,17,high
C-02622,Lahore North,7907,7911,2025,35,5,prepaid,13,high
C-02192,Lahore North,5955,5842,2300,43,3,postpaid,46,high
C-01960,Lahore Central,3779,3429,1296,54,5,prepaid,31,high
C-00978,Lahore South,7467,6777,2188,57,3,postpaid,43,high
C-01229,Lahore North,3159,3189,717,67,3,prepaid,35,high
C-04221,Lahore South,2604,2568,2656,7,1,postpaid,52,low
C-01029,Lahore North,6038,5247,1804,37,4,prepaid,16,high
C-00575,Lahore Central,4955,4459,1739,63,5,prepaid,10,high
C-04125,Lahore Central,6377,6743,6442,9,0,postpaid,12,low
C-03106,Lahore Central,5986,5411,2141,31,3,postpaid,21,high
C-04710,Lahore North,7192,7156,7169,1,1,prepaid,19,low
C-00313,Lahore Central,4821,4869,1627,50,5,postpaid,12,high
C-00806,Lahore South,7607,7299,2578,44,3,prepaid,58,high
C-04395,Lahore Central,6784,6286,6553,9,1,postpaid,14,low
C-01066,Lahore Central,3327,3179,815,35,5,prepaid,14,high
C-04547,Lahore South,7293,7243,7598,14,1,prepaid,58,low
C-02285,Lahore Central,7167,7003,2247,39,4,postpaid,27,high
C-03994,Lahore Central,7519,7874,8034,14,0,postpaid,6,low
C-03310,Lahore North,4708,5030,4804,2,1,postpaid,18,low
C-00200,Lahore Central,4317,3953,1402,68,2,postpaid,7,high
C-00961,Lahore Central,5479,5332,1363,79,4,postpaid,25,high
C-02816,Lahore North,7257,6625,1399,88,3,postpaid,55,high
C-04531,Lahore North,3145,3343,3454,16,0,prepaid,24,low
C-02330,Lahore North,4624,4669,1132,79,3,postpaid,60,high
C-01967,Lahore North,2831,2792,647,40,5,prepaid,37,high
C-01139,Lahore South,5333,4781,1606,61,4,prepaid,59,high
C-03434,Lahore Central,3434,3324,3282,12,0,postpaid,43,low
C-02167,Lahore North,5275,4859,1293,45,3,postpaid,45,high
C-00309,Lahore North,2362,2169,535,78,2,prepaid,35,high
C-02667,Lahore Central,6768,5823,1382,74,3,prepaid,53,high
C-01510,Lahore Central,6078,5198,1640,57,4,prepaid,50,high
C-01070,Lahore South,3835,3576,1425,79,2,postpaid,60,high
C-00489,Lahore South,4767,4714,1228,83,5,prepaid,58,high
C-01295,Lahore North,6607,5904,2070,37,4,postpaid,37,high
C-03196,Lahore South,3381,3038,740,47,4,prepaid,52,high
C-00251,Lahore North,7254,7116,1799,79,5,prepaid,34,high
C-00009,Lahore North,4277,3965,1454,53,4,prepaid,45,high
C-03278,Lahore Central,3201,3300,3409,19,0,prepaid,36,low
C-03856,Lahore South,3412,3551,3684,17,0,postpaid,51,low
C-00485,Lahore North,3225,2822,896,89,2,prepaid,53,high
C-02335,Lahore Central,7464,7502,2605,38,5,prepaid,16,high
C-02643,Lahore Central,4658,4044,1207,49,2,prepaid,59,high
C-03460,Lahore Central,7990,8295,7949,16,1,prepaid,12,low
C-02031,Lahore South,7196,6936,1413,61,2,postpaid,38,high
C-03031,Lahore South,3959,3552,1002,50,5,postpaid,21,high
C-02533,Lahore North,7416,7256,2321,82,3,postpaid,9,high
C-03674,Lahore North,2476,2300,2193,17,0,prepaid,38,low
C-02670,Lahore North,2114,1851,704,54,5,postpaid,17,high
C-00879,Lahore Central,2434,2149,772,84,5,postpaid,14,high
C-01324,Lahore South,2048,1955,519,36,2,postpaid,59,high
C-00837,Lahore North,3238,3115,853,46,3,postpaid,14,high
C-04630,Lahore Central,2126,2282,2351,13,0,postpaid,13,low
C-03731,Lahore South,2768,2581,2623,12,1,postpaid,51,low
C-00711,Lahore North,7381,6585,2140,65,5,prepaid,52,high
C-01812,Lahore Central,2720,2514,667,78,4,postpaid,47,high
C-04201,Lahore South,2605,2580,2599,2,0,postpaid,42,low
C-02443,Lahore South,3402,3444,1193,72,2,postpaid,18,high
C-02403,Lahore South,6363,6208,2292,83,3,prepaid,37,high
C-04344,Lahore North,5819,5895,5712,6,1,prepaid,38,low
C-01181,Lahore Central,7599,7551,1798,38,4,prepaid,52,high
C-04867,Lahore North,6813,6421,6721,2,1,prepaid,49,low
C-02706,Lahore Central,3203,2861,1021,38,4,postpaid,20,high
C-04706,Lahore Central,3118,3319,3218,20,1,postpaid,10,low
C-00712,Lahore Central,7231,6855,2295,72,5,prepaid,13,high
C-04401,Lahore North,5102,5495,5617,1,1,postpaid,38,low
C-02629,Lahore Central,2120,1803,535,83,2,postpaid,38,high
C-02012,Lahore South,3215,3073,664,59,4,prepaid,31,high
C-03250,Lahore Central,3821,3942,3912,3,1,postpaid,52,low
C-01671,Lahore North,2500,2390,762,52,3,postpaid,43,high
C-00504,Lahore South,7374,7159,2709,42,3,prepaid,60,high
C-04391,Lahore South,6460,6819,6858,18,0,postpaid,29,low
C-02557,Lahore North,7182,6512,2094,89,2,prepaid,47,high
C-04925,Lahore North,6887,6788,6658,8,1,prepaid,28,low
C-00306,Lahore South,3881,3462,932,42,2,prepaid,54,high
C-03610,Lahore Central,4617,4766,4820,7,1,postpaid,58,low
C-00450,Lahore North,3473,2967,947,87,4,prepaid,54,high
C-03821,Lahore Central,6528,6917,6758,1,0,postpaid,18,low
C-00974,Lahore Central,3922,3765,1199,34,4,prepaid,24,high
C-03711,Lahore South,6211,5911,6057,17,0,postpaid,38,low
C-01230,Lahore North,2640,2435,714,76,3,prepaid,30,high
C-02562,Lahore North,2050,2007,794,36,5,postpaid,33,high
C-03395,Lahore Central,6276,6531,6288,11,1,postpaid,9,low
C-01226,Lahore South,2194,1950,675,45,3,prepaid,45,high
C-02944,Lahore South,6413,5538,2154,66,2,prepaid,50,high
C-02177,Lahore Central,4189,3983,1286,34,4,prepaid,7,high
C-02271,Lahore Central,6261,6081,2291,87,4,postpaid,13,high
C-03629,Lahore South,6169,6011,6123,7,0,postpaid,35,low
C-04931,Lahore Central,4516,4642,4754,11,0,prepaid,7,low
C-00683,Lahore Central,7217,6693,1944,69,5,prepaid,23,high
C-01184,Lahore South,3914,3670,1310,76,5,postpaid,53,high
C-03472,Lahore North,3131,2964,3035,10,0,prepaid,28,low
C-04387,Lahore North,2836,2780,2677,15,1,prepaid,18,low
C-01362,Lahore Central,4108,4099,1339,43,5,prepaid,23,high
C-03858,Lahore Central,4646,4655,4525,3,0,prepaid,57,low
C-01201,Lahore South,2357,2099,785,86,4,prepaid,47,high
C-01086,Lahore Central,7940,7719,2902,64,4,prepaid,8,high
C-04263,Lahore South,5404,5585,5429,14,1,postpaid,49,low
C-03455,Lahore South,3293,3366,3361,13,1,prepaid,22,low
C-04600,Lahore Central,2165,2297,2343,4,1,prepaid,21,low
C-01914,Lahore South,2226,2194,688,84,2,prepaid,15,high
C-03723,Lahore South,7711,7878,7720,1,0,prepaid,22,low
C-03770,Lahore Central,6592,6449,6638,18,1,prepaid,14,low
C-03303,Lahore South,6920,7368,7499,16,1,postpaid,48,low
C-00604,Lahore Central,3304,2909,1133,85,3,postpaid,25,high
C-01190,Lahore South,6665,6755,2214,35,3,prepaid,46,high
C-01110,Lahore Central,3685,3285,1120,58,2,postpaid,28,high
C-03932,Lahore North,2722,2936,3023,18,1,prepaid,20,low
C-03176,Lahore North,4456,4126,1281,67,4,prepaid,44,high
C-02673,Lahore South,6861,6691,2370,40,5,prepaid,17,high
C-00481,Lahore North,5678,4993,1981,81,3,prepaid,5,high
C-02936,Lahore South,5036,4655,1453,82,5,postpaid,43,high
C-04603,Lahore Central,5334,5624,5835,3,1,prepaid,19,low
C-03263,Lahore South,2080,1923,1999,10,0,postpaid,28,low
C-01091,Lahore Central,3934,3882,1544,75,3,postpaid,22,high
C-04875,Lahore Central,4629,4414,4328,3,0,prepaid,23,low
C-01161,Lahore North,5079,4494,1064,53,2,prepaid,25,high
C-00132,Lahore Central,4171,3785,1281,35,4,postpaid,23,high
C-01882,Lahore North,7595,6899,2723,47,5,prepaid,23,high
C-01493,Lahore North,7422,6978,1886,89,2,postpaid,30,high
C-03597,Lahore South,2236,2393,2331,8,0,prepaid,47,low
C-00890,Lahore Central,6274,5854,2336,60,5,postpaid,3,high
C-00746,Lahore Central,3079,2725,620,73,3,prepaid,22,high
C-01719,Lahore North,3988,3907,856,50,3,postpaid,52,high
C-02280,Lahore North,3806,3687,803,69,5,prepaid,30,high
C-02164,Lahore Central,2182,2015,512,49,5,postpaid,6,high
C-04825,Lahore Central,5693,6083,5798,5,0,postpaid,3,low
C-04935,Lahore Central,2215,2047,2111,4,0,prepaid,48,low
C-04061,Lahore South,4816,4934,4781,18,1,postpaid,52,low
C-01703,Lahore North,6794,6220,1913,74,5,postpaid,44,high
C-00726,Lahore South,4373,4301,987,35,5,prepaid,38,high
C-01407,Lahore Central,7886,6919,2717,76,4,postpaid,53,high
C-04640,Lahore South,3762,3892,3849,20,0,prepaid,26,low
C-01047,Lahore North,6796,5871,1765,77,5,prepaid,53,high
C-00804,Lahore Central,4722,4669,1599,81,2,postpaid,39,high
C-03141,Lahore North,6056,6170,2163,40,2,prepaid,45,high
C-01632,Lahore Central,2726,2757,1024,43,2,postpaid,7,high
C-01534,Lahore South,5880,5022,1512,33,2,postpaid,28,high
C-04327,Lahore North,4762,4551,4542,6,1,prepaid,58,low
C-04319,Lahore Central,5367,4968,4977,8,1,postpaid,49,low
C-02831,Lahore North,4607,4491,1704,61,2,prepaid,14,high
C-01073,Lahore North,2863,2514,562,88,4,prepaid,49,high
C-00478,Lahore Central,4816,4755,1344,44,2,postpaid,55,high
C-03147,Lahore South,7975,7085,1895,80,2,prepaid,57,high
C-01107,Lahore Central,2725,2717,927,70,4,prepaid,44,high
C-04065,Lahore North,4966,4846,4754,17,0,postpaid,18,low
C-00797,Lahore South,7398,7225,1477,70,3,postpaid,15,high
C-04053,Lahore South,5610,5960,5923,15,0,prepaid,39,low
C-04589,Lahore North,7750,7255,7198,19,0,prepaid,55,low
C-00428,Lahore North,6847,6951,2777,76,3,prepaid,3,high
C-00232,Lahore South,5636,5127,1068,69,5,postpaid,43,high
C-04384,Lahore South,3985,3935,4048,14,0,prepaid,26,low
C-03231,Lahore South,5862,5863,6113,13,1,prepaid,46,low
C-01600,Lahore Central,4564,4275,1522,80,4,prepaid,27,high
C-00013,Lahore Central,6646,6639,1745,61,5,postpaid,12,high
C-01277,Lahore South,2430,2446,868,76,5,postpaid,55,high
C-00962,Lahore South,5897,5680,2215,62,4,prepaid,52,high
C-00925,Lahore South,5503,5023,1379,52,4,postpaid,31,high
C-01366,Lahore South,4540,3984,938,73,3,prepaid,12,high
C-01020,Lahore Central,3923,3648,988,72,2,prepaid,19,high
C-01939,Lahore South,6670,5966,2101,82,3,prepaid,38,high
C-00638,Lahore Central,4330,4215,1314,52,4,postpaid,17,high
C-03869,Lahore Central,6061,6513,6746,9,1,prepaid,21,low
C-01660,Lahore South,6042,5394,1414,83,3,prepaid,23,high
C-01860,Lahore Central,3300,2861,666,84,3,prepaid,37,high
C-02710,Lahore North,6585,5976,1481,76,4,postpaid,14,high
C-01706,Lahore Central,3145,2923,773,54,2,postpaid,47,high
C-04037,Lahore Central,5212,5006,5160,18,1,prepaid,18,low
C-03003,Lahore Central,4210,4119,940,88,2,postpaid,22,high
C-04432,Lahore South,6201,6429,6459,2,0,postpaid,46,low
C-03360,Lahore North,5415,5653,5617,5,0,prepaid,40,low
C-02470,Lahore North,2071,1963,520,39,4,postpaid,11,high
C-00983,Lahore Central,5295,4726,1432,78,3,prepaid,43,high
C-03458,Lahore Central,6500,6395,6165,18,0,prepaid,22,low
C-04247,Lahore South,2527,2518,2446,15,0,prepaid,48,low
C-01421,Lahore South,4280,3968,1226,39,3,postpaid,39,high
C-04907,Lahore South,4477,4155,4171,16,0,prepaid,5,low
C-03242,Lahore North,7119,6686,6389,14,0,postpaid,20,low
C-04838,Lahore Central,5572,5583,5786,4,0,prepaid,30,low
C-04245,Lahore South,6679,6353,6563,19,1,postpaid,7,low
C-00953,Lahore North,6828,6018,2014,41,4,postpaid,30,high
C-02283,Lahore Central,4641,4074,1419,67,2,prepaid,47,high
C-03642,Lahore North,3704,3410,3537,1,0,postpaid,16,low
C-04288,Lahore South,6869,6458,6202,13,0,prepaid,16,low
C-01864,Lahore North,5361,4684,1387,78,3,postpaid,53,high
C-02775,Lahore South,6462,6223,1786,49,5,postpaid,22,high
C-04869,Lahore North,7011,6737,6534,14,1,postpaid,3,low
C-04887,Lahore South,3570,3409,3305,12,0,prepaid,36,low
C-01172,Lahore South,4636,4502,1373,75,5,postpaid,20,high
C-04575,Lahore South,7094,6856,6806,19,0,prepaid,33,low
C-01173,Lahore Central,6761,6207,2384,71,2,prepaid,17,high
C-01574,Lahore South,4479,4523,1610,85,3,postpaid,23,high
C-01263,Lahore Central,2713,2445,818,85,5,prepaid,60,high
C-04008,Lahore Central,6266,5862,6021,11,0,prepaid,27,low
C-02484,Lahore South,6834,6595,2635,48,5,prepaid,18,high
C-04195,Lahore North,2775,2626,2554,13,1,prepaid,6,low
C-03271,Lahore North,6466,6901,7231,12,1,prepaid,59,low
C-01736,Lahore North,2688,2529,569,70,5,postpaid,60,high
C-02728,Lahore Central,6140,6051,1524,71,5,prepaid,10,high
C-03412,Lahore North,3948,4007,4079,4,0,postpaid,50,low
C-02061,Lahore Central,5432,5430,2161,32,2,prepaid,19,high
C-03550,Lahore Central,7023,6835,7012,4,1,postpaid,33,low
C-00995,Lahore South,2739,2439,547,51,5,prepaid,30,high
C-02509,Lahore South,5654,5581,1190,40,5,prepaid,4,high
C-00123,Lahore South,4390,4111,1047,60,3,postpaid,38,high
C-04177,Lahore North,7562,7417,7481,9,0,prepaid,45,low
C-02868,Lahore South,5261,4949,1417,78,5,prepaid,57,high
C-03228,Lahore Central,3471,3228,3176,15,0,prepaid,26,low
C-00066,Lahore North,7374,7129,2698,79,5,prepaid,14,high
C-03560,Lahore North,4239,4151,4314,13,1,prepaid,31,low
C-02804,Lahore South,2882,2458,605,75,5,postpaid,53,high
C-01936,Lahore Central,7701,7550,1704,44,2,prepaid,10,high
C-02870,Lahore Central,5962,5480,1914,51,2,postpaid,14,high
C-04904,Lahore South,4565,4380,4526,6,0,postpaid,31,low
C-02969,Lahore Central,3731,3759,1184,81,2,postpaid,34,high
C-02575,Lahore North,2596,2602,704,71,2,prepaid,41,high
C-03614,Lahore North,7369,6840,6514,20,0,prepaid,21,low
C-00779,Lahore North,6304,5974,1939,69,5,postpaid,34,high
C-02490,Lahore North,3601,3372,949,45,2,postpaid,48,high
C-02538,Lahore Central,2517,2340,814,34,3,postpaid,41,high
C-00703,Lahore Central,6415,6345,1509,61,3,postpaid,23,high
C-01879,Lahore Central,7300,7183,2660,85,2,postpaid,55,high
C-00716,Lahore North,5665,5739,1148,48,2,prepaid,59,high
C-03829,Lahore South,3429,3287,3248,14,1,prepaid,52,low
C-03706,Lahore Central,6703,6650,6476,10,0,postpaid,34,low
C-02904,Lahore South,6576,6598,1848,40,4,prepaid,27,high
C-01478,Lahore Central,7705,7838,2340,88,2,postpaid,42,high
C-04624,Lahore Central,7438,7020,6773,4,0,prepaid,59,low
C-01943,Lahore North,3723,3623,756,39,4,postpaid,14,high
C-04843,Lahore North,5159,5164,5360,4,1,postpaid,44,low
C-03429,Lahore South,3899,4098,4066,10,0,prepaid,30,low
C-02147,Lahore South,4002,3498,1329,46,5,postpaid,32,high
C-01097,Lahore Central,3334,2915,657,59,3,prepaid,47,high
C-02180,Lahore South,5706,5198,1568,71,5,postpaid,54,high
C-00748,Lahore North,2555,2413,940,41,4,prepaid,49,high
C-02826,Lahore North,4040,3864,1121,80,3,prepaid,11,high
C-02640,Lahore South,6425,5513,1470,82,5,postpaid,48,high
C-04067,Lahore Central,6564,6941,7254,17,1,postpaid,4,low
C-02606,Lahore South,6334,6455,2143,80,2,postpaid,4,high
C-04292,Lahore North,6656,6132,5827,16,1,postpaid,53,low
C-02529,Lahore Central,6445,6077,1215,80,3,postpaid,37,high
C-04778,Lahore Central,5623,5707,5793,3,1,postpaid,55,low
C-00610,Lahore Central,3138,2901,713,71,4,prepaid,12,high
C-02985,Lahore Central,4269,4023,1179,76,5,prepaid,50,high
C-00777,Lahore Central,2476,2150,743,63,2,postpaid,49,high
C-01322,Lahore Central,5957,5360,1300,70,5,prepaid,22,high
C-00557,Lahore South,7673,7516,1914,48,5,prepaid,11,high
C-04212,Lahore Central,5526,5089,5019,4,1,prepaid,55,low
C-01886,Lahore South,2740,2626,689,70,3,postpaid,15,high
C-01804,Lahore North,5417,4609,1788,56,4,prepaid,32,high
C-00665,Lahore North,4347,4037,1579,70,4,postpaid,43,high
C-02068,Lahore South,4076,3778,845,72,5,prepaid,47,high
C-03328,Lahore Central,4094,3964,3848,11,1,postpaid,39,low
C-01251,Lahore South,2702,2470,630,31,3,postpaid,34,high
C-00943,Lahore North,2625,2283,516,60,4,postpaid,47,high
C-01434,Lahore Central,5735,5278,1426,57,4,prepaid,14,high
C-02884,Lahore South,5892,5151,1666,67,4,prepaid,51,high
C-01031,Lahore South,2033,1909,599,88,2,prepaid,52,high
C-00018,Lahore North,7250,6581,1702,59,2,postpaid,35,high
C-02274,Lahore North,4421,4040,1240,85,2,prepaid,60,high
C-00843,Lahore North,4586,4647,1564,36,4,postpaid,42,high
C-02726,Lahore North,4918,4949,1130,35,4,postpaid,8,high
C-00625,Lahore South,2058,1880,453,56,4,prepaid,12,high
C-00529,Lahore North,3313,2838,849,74,5,postpaid,18,high
C-00165,Lahore South,7270,7370,1563,84,5,postpaid,46,high
C-03107,Lahore South,2597,2578,775,75,5,prepaid,27,high
C-01912,Lahore Central,2770,2601,530,33,2,postpaid,9,high
C-03373,Lahore South,5283,4972,4772,12,1,postpaid,46,low
C-00308,Lahore Central,6865,5874,1877,85,2,prepaid,50,high
C-01357,Lahore South,3951,3554,1165,89,3,postpaid,58,high
C-01256,Lahore Central,4705,4644,931,55,3,prepaid,41,high
C-04351,Lahore Central,2551,2384,2485,1,0,postpaid,6,low
C-01843,Lahore North,5400,5375,1651,84,2,postpaid,33,high
C-00388,Lahore Central,5371,5404,2153,38,3,prepaid,12,high
C-03605,Lahore South,5161,5254,5504,17,1,postpaid,40,low
C-02328,Lahore North,3580,3575,754,53,5,postpaid,59,high
C-00160,Lahore North,3769,3724,918,80,2,postpaid,57,high
C-04443,Lahore South,2323,2171,2190,18,0,prepaid,42,low
C-00395,Lahore Central,7591,7436,1555,80,5,prepaid,10,high
C-04234,Lahore South,3432,3366,3400,19,1,postpaid,57,low
C-03023,Lahore Central,7142,6255,1545,61,3,postpaid,50,high
C-01635,Lahore South,3899,3894,1299,80,5,postpaid,37,high
C-02313,Lahore North,3775,3295,1083,32,5,prepaid,49,high
C-03645,Lahore North,6242,6112,5989,8,0,postpaid,55,low
C-00530,Lahore North,2022,1723,375,83,5,prepaid,8,high
C-01386,Lahore North,4963,4220,1682,53,5,prepaid,10,high
C-02394,Lahore Central,2638,2674,568,72,5,postpaid,42,high
C-00292,Lahore Central,5321,5143,1978,79,4,prepaid,43,high
C-03725,Lahore South,3833,3986,4034,7,0,prepaid,10,low
C-01799,Lahore South,6110,5510,1946,36,4,prepaid,39,high
C-01904,Lahore Central,7421,6878,2116,49,4,prepaid,39,high
C-01648,Lahore Central,4319,3892,957,45,2,postpaid,50,high
C-02848,Lahore North,7478,7057,1548,76,2,prepaid,44,high
C-02048,Lahore South,2117,1839,634,85,4,postpaid,4,high
C-01667,Lahore Central,7611,6733,2173,53,4,postpaid,32,high
C-02862,Lahore Central,3317,3109,745,65,2,prepaid,17,high
C-04138,Lahore North,2344,2435,2457,2,0,postpaid,51,low
C-04028,Lahore Central,4263,4272,4118,8,0,postpaid,37,low
C-03085,Lahore South,7479,7327,2273,46,5,postpaid,4,high
C-00409,Lahore North,6092,5839,1250,53,4,prepaid,27,high
C-00510,Lahore South,2731,2424,593,56,4,postpaid,19,high
C-03335,Lahore Central,3521,3786,3972,16,1,prepaid,37,low
C-02366,Lahore South,2730,2755,1076,52,3,prepaid,25,high
C-04040,Lahore Central,7374,7778,8113,15,0,prepaid,43,low
C-02135,Lahore North,5852,5911,2240,31,3,prepaid,7,high
C-02694,Lahore North,6788,5880,1807,79,2,prepaid,44,high
C-02222,Lahore Central,2762,2755,1064,68,2,postpaid,10,high
C-01010,Lahore North,4308,3807,1076,55,5,prepaid,4,high
C-00329,Lahore South,7793,6824,1663,53,2,postpaid,45,high
C-04626,Lahore North,7248,7594,7427,18,1,prepaid,19,low
C-02225,Lahore Central,7839,7394,2332,64,4,postpaid,9,high
C-01220,Lahore Central,7204,7056,2381,60,2,postpaid,4,high
C-04350,Lahore South,5107,5068,4891,14,0,prepaid,23,low
C-01262,Lahore Central,6260,6253,2232,62,2,prepaid,34,high
C-00104,Lahore South,6280,5744,2192,85,5,postpaid,39,high
C-03691,Lahore South,4387,4443,4328,19,0,prepaid,23,low
C-02705,Lahore South,3060,3041,842,86,2,prepaid,21,high
C-04235,Lahore Central,3355,3589,3521,14,1,postpaid,22,low
C-03761,Lahore South,3995,4206,4275,6,0,prepaid,58,low
C-00230,Lahore Central,5527,5264,1918,48,4,prepaid,8,high
C-03489,Lahore Central,4603,4725,4648,19,1,prepaid,51,low
